vinícola,vinho,ano,avaliação,num_avaliações,região,preço,tipo,corpo,acidez,Categoria
Sebio,Salvaxe,2017.0,4.3,31,Ribeiro,28.35,,0,0,Outros
Telmo Rodriguez,Tabuerniga,2018.0,4.3,31,Rioja,65.22,Rioja Red,4,3,Vinhos Tintos
Mocen,Seleccion Especial Verdejo,2021.0,4.3,32,Rueda,6.26,Verdejo,3,3,Vinhos Brancos
Estones,Coster d'en Fornos,2017.0,4.3,31,Montsant,40.55,Montsant Red,4,3,Vinhos Tintos
Bodega Tameran,Malvasia Volcanica,2020.0,4.3,31,Gran Canaria,31.9,,0,0,Outros
Inurrieta,Laderas de Inurrieta,2017.0,4.3,30,Navarra,26.1,Red,4,3,Vinhos Tintos
Telmo Rodriguez,El Velado Tinto,2017.0,4.3,30,Rioja,73.95,Rioja Red,4,3,Vinhos Tintos
Trus,Pico de Luyas,2018.0,4.3,30,Ribera del Duero,48.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Flor de Chasna,Blanco Afrutado,2020.0,4.3,30,Abona,11.99,,0,0,Outros
Lagar de Sabariz,A Pita Cega,2015.0,4.3,30,Galicia,44.8,,0,0,Outros
Mestres,Mas Via Gran Reserva Brut,2002.0,4.3,29,Cava,76.17,Cava,2,3,Vinhos Espumantes
Muga,Prado Enea Gran Reserva,1970.0,4.3,29,Rioja,120.0,Rioja Red,4,3,Vinhos Tintos
Campillo,Finca Cuesta Clara Raro Reserva,2016.0,4.3,29,Rioja,39.5,Rioja Red,4,3,Vinhos Tintos
Naia,Naiades,2018.0,4.3,29,Rueda,19.03,Verdejo,3,3,Vinhos Brancos
AGE,Fuenmayor Gran Reserva,1959.0,4.3,29,Rioja,230.0,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Dalmau Rioja,1996.0,4.3,29,Rioja,110.0,Rioja Red,4,3,Vinhos Tintos
Marques de Riscal,Rioja Reserva,1964.0,4.3,29,Rioja,310.0,Rioja Red,4,3,Vinhos Tintos
Navajas,Mirador de Navajas Reserva Rioja,2011.0,4.3,29,Rioja,28.76,Rioja Red,4,3,Vinhos Tintos
Altanza,Coleccion Roberto Amillo Amontillado,,4.3,29,Jerez Amontillado,39.9,Sherry,4,3,Vinhos Fortificados
Alvaro Domecq,1730 Amontillado,,4.3,29,Jerez Amontillado,34.65,Sherry,4,3,Vinhos Fortificados
Allende,Aurus,2011.0,4.3,29,Rioja,211.92,Rioja Red,4,3,Vinhos Tintos
Bodega Juan Carlos Sancha,Cerro La Isa Garnacha,2018.0,4.3,28,Rioja,43.9,Rioja Red,4,3,Vinhos Tintos
Vinyes del Terrer,Nus del Terrer,2016.0,4.3,28,Tarragona,25.9,Red,4,3,Vinhos Tintos
Cepas Familiares,Nivel,2018.0,4.3,28,Ribera del Duero,35.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Faustino,I Gran Reserva,1968.0,4.3,28,Rioja,160.0,Rioja Red,4,3,Vinhos Tintos
Dominio de Loalva,Seleccion Especial,2016.0,4.3,28,Ribera del Duero,32.0,Ribera Del Duero Red,5,3,Vinhos Tintos
El Regajal,Galia Clos Santuy,2017.0,4.3,28,Castilla y Leon,74.9,Red,4,3,Vinhos Tintos
Ysios,Seleccion,2016.0,4.3,28,Rioja,30.0,Rioja Red,4,3,Vinhos Tintos
Antidoto,Le Rose,2018.0,4.3,28,Ribera del Duero,49.0,,0,0,Outros
Zifar,Pago de las Sabinas,2016.0,4.3,28,Ribera del Duero,39.55,Ribera Del Duero Red,5,3,Vinhos Tintos
Romate,Old & Plus Oloroso,,4.3,28,Jerez Oloroso,45.0,Sherry,4,3,Vinhos Fortificados
Altanza,Coleccion Roberto Amillo Palo Cortado,,4.3,27,Jerez-Xeres-Sherry,47.7,Sherry,4,3,Vinhos Fortificados
Volver,Alicante Bouschet by Tarima,2018.0,4.3,27,Alicante,14.9,Red,4,3,Vinhos Tintos
Marques de Riscal,Rioja Gran Reserva,2016.0,4.3,27,Rioja,46.45,Rioja Red,4,3,Vinhos Tintos
Rodriguez de Vera,Tinto,2017.0,4.3,27,Almansa,15.45,Red,4,3,Vinhos Tintos
Bordalas Garcia,Gueta-Lupia,2011.0,4.3,27,Priorato,31.75,Priorat Red,4,3,Vinhos Tintos
Sierra Cantabria,Amancio,2002.0,4.3,27,Rioja,110.0,Rioja Red,4,3,Vinhos Tintos
Bodega Tameran,Marmajuelo,2020.0,4.3,27,Gran Canaria,29.75,,0,0,Outros
Rimarts,Cava Reserva Especial Chardonnay Brut Nature,2016.0,4.3,27,Cava,18.5,Cava,2,3,Vinhos Espumantes
Pinna Fidelis,Ribera del Duero Vendimia Seleccionada,2016.0,4.3,26,Ribera del Duero,19.86,Ribera Del Duero Red,5,3,Vinhos Tintos
Habla,No. 23,2017.0,4.3,26,Extremadura,23.1,Red,4,3,Vinhos Tintos
Jimenez-Landi,Las Iruelas El Tiemblo,2018.0,4.3,26,Castilla y Leon,97.07,Grenache,5,3,Vinhos Tintos
Loess,Tinto,2019.0,4.3,26,Ribera del Duero,8.57,Ribera Del Duero Red,5,3,Vinhos Tintos
Jimenez-Landi,Cantos del Diablo,2016.0,4.3,26,Mentrida,67.95,Grenache,5,3,Vinhos Tintos
Javier Sanz Viticultor,V Dulce de Invierno,2018.0,4.3,26,Castilla y Leon,17.74,,0,0,Outros
Dominio de Anza,Diego Magana,2020.0,4.3,26,Rioja,37.9,Rioja Red,4,3,Vinhos Tintos
Bodegas Amaren,Graciano,2012.0,4.3,26,Rioja,68.0,Rioja Red,4,3,Vinhos Tintos
Gomez Cruzado,Cerro Las Cuevas Seleccion Terroir,2019.0,4.3,26,Rioja,39.89,Rioja Red,4,3,Vinhos Tintos
Hacienda Solano,Pena Lobera,2018.0,4.3,25,Ribera del Duero,68.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Altos de Rioja,Altos R Pigeage Graciano,2016.0,4.3,25,Rioja,35.0,Rioja Red,4,3,Vinhos Tintos
Samsara,Ronda,2015.0,4.3,25,Sierras de Malaga,32.5,Red,4,3,Vinhos Tintos
Ordonez,Nisia Las Suertes Verdejo Old Vines,2020.0,4.3,25,Rueda,16.9,Verdejo,3,3,Vinhos Brancos
Josep Grau Viticultor,Territori,2019.0,4.3,25,Montsant,23.6,Red,4,3,Vinhos Tintos
Cuentavinas,Alomado,2018.0,4.3,25,Rioja,46.95,Rioja Red,4,3,Vinhos Tintos
Bodegas Gama,Octogenarius,2015.0,4.3,25,Rioja,36.9,Grenache,5,3,Vinhos Tintos
Miguel Merino,Gran Reserva,2000.0,4.3,25,Rioja,48.81,Rioja Red,4,3,Vinhos Tintos
Los Aguilares,Pinot Noir,2020.0,4.3,25,Sierras de Malaga,33.5,Red,4,3,Vinhos Tintos
Nin-Ortiz,Selma de Nin Blanco,2017.0,4.3,25,Cataluna,56.95,,0,0,Outros
Zifar,Senda de Los Olivos Roble,2020.0,4.3,25,Ribera del Duero,8.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Felix Solis,Mucho Mas Tinto,,4.2,32624,Vino de Espana,4.99,Red,4,3,Vinhos Tintos
Marques de Riscal,Rioja Reserva,2016.0,4.2,16505,Rioja,15.9,Rioja Red,4,3,Vinhos Tintos
La Rioja Alta,Vina Ardanza Reserva,2007.0,4.2,9098,Rioja,23.7,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Reserva Rioja (Finca Ygay),2016.0,4.2,8318,Rioja,23.0,Rioja Red,4,3,Vinhos Tintos
Emilio Moro,Ribera del Duero,2018.0,4.2,7825,Ribera del Duero,19.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Emilio Moro,Ribera del Duero,2017.0,4.2,7294,Ribera del Duero,21.2,Ribera Del Duero Red,5,3,Vinhos Tintos
Tinto Pesquera,Reserva,2012.0,4.2,6567,Ribera del Duero,27.0,Ribera Del Duero Red,5,3,Vinhos Tintos
La Rioja Alta,Vina Ardanza Reserva,2008.0,4.2,6532,Rioja,33.0,Rioja Red,4,3,Vinhos Tintos
El Coto,Coto de Imaz Rioja Gran Reserva,2012.0,4.2,6256,Rioja,16.14,Rioja Red,4,3,Vinhos Tintos
Dominio de Pingus,PSI,2016.0,4.2,6163,Ribera del Duero,37.95,Ribera Del Duero Red,5,3,Vinhos Tintos
La Rioja Alta,Vina Alberdi Reserva,2015.0,4.2,5802,Rioja,17.02,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Seleccion Especial,2014.0,4.2,5178,Sardon de Duero,49.85,Red,4,3,Vinhos Tintos
Mar de Frades,Rias Baixas Albarino Atlantico,2019.0,4.2,4610,Rias Baixas,14.95,Albarino,3,3,Vinhos Brancos
Matarromera,Crianza,2016.0,4.2,4127,Ribera del Duero,9.76,Ribera Del Duero Red,5,3,Vinhos Tintos
Arzuaga,Ribera del Duero Crianza,2016.0,4.2,4091,Ribera del Duero,19.16,Ribera Del Duero Red,5,3,Vinhos Tintos
La Rioja Alta,Vina Alberdi Reserva,2016.0,4.2,3825,Rioja,15.8,Rioja Red,4,3,Vinhos Tintos
Imperial,Rioja Reserva,2015.0,4.2,3788,Rioja,19.83,Rioja Red,4,3,Vinhos Tintos
Protos,27 Ribera del Duero,2016.0,4.2,3725,Ribera del Duero,21.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Terras Gauda,Terras Gauda O Rosal,2020.0,4.2,3648,Rias Baixas,12.29,Albarino,3,3,Vinhos Brancos
Protos,27 Ribera del Duero,2017.0,4.2,3545,Ribera del Duero,23.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Remelluri,Rioja Reserva,2012.0,4.2,3453,Rioja,15.83,Rioja Red,4,3,Vinhos Tintos
Arzuaga,Ribera del Duero Crianza,2017.0,4.2,3354,Ribera del Duero,15.45,Ribera Del Duero Red,5,3,Vinhos Tintos
Familia Torres,Salmos,2016.0,4.2,3225,Priorato,24.85,Priorat Red,4,3,Vinhos Tintos
Pago de Los Capellanes,Crianza Tinto,2017.0,4.2,3224,Ribera del Duero,20.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Riscal,Rioja Gran Reserva,2007.0,4.2,3101,Rioja,28.43,Rioja Red,4,3,Vinhos Tintos
R. Lopez de Heredia,Vina Bosconia Reserva,2008.0,4.2,2901,Rioja Alta,22.58,Rioja Red,4,3,Vinhos Tintos
Bodegas Mauro,Red,2011.0,4.2,2820,Castilla y Leon,58.26,Red,4,3,Vinhos Tintos
R. Lopez de Heredia,Vina Bosconia Reserva,2007.0,4.2,2820,Rioja Alta,20.95,Rioja Red,4,3,Vinhos Tintos
Familia Torres,Mas La Plana Cabernet Sauvignon,2010.0,4.2,2788,Penedes,48.4,Cabernet Sauvignon,4,3,Vinhos Tintos
Rafael Palacios,Louro Godello,2019.0,4.2,2685,Valdeorras,19.7,,0,0,Outros
Imperial,Rioja Reserva,2016.0,4.2,2676,Rioja,24.75,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2015.0,4.2,2478,Rioja,55.47,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2012.0,4.2,2375,Rioja,28.4,Rioja Red,4,3,Vinhos Tintos
Imperial,Rioja Reserva,2014.0,4.2,2364,Rioja,27.6,Rioja Red,4,3,Vinhos Tintos
Juan Gil,Jumilla Blue Label,2015.0,4.2,2271,Jumilla,24.76,Red,4,3,Vinhos Tintos
Juan Gil,Jumilla Blue Label,2018.0,4.2,2234,Jumilla,24.6,Red,4,3,Vinhos Tintos
Juan Gil,Jumilla Blue Label,2017.0,4.2,2135,Jumilla,22.5,Red,4,3,Vinhos Tintos
Bodegas Faustino,I Gran Reserva,1994.0,4.2,2074,Rioja,124.5,Rioja Red,4,3,Vinhos Tintos
Carmelo Rodero,Crianza,2017.0,4.2,2050,Ribera del Duero,19.99,Ribera Del Duero Red,5,3,Vinhos Tintos
Atalaya,La Atalaya del Camino,2017.0,4.2,2022,Almansa,11.8,Red,4,3,Vinhos Tintos
Protos,27 Ribera del Duero,2018.0,4.2,1981,Ribera del Duero,23.74,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2013.0,4.2,1931,Rioja,30.35,Rioja Red,4,3,Vinhos Tintos
Protos,Gran Reserva,2012.0,4.2,1921,Ribera del Duero,38.84,Ribera Del Duero Red,5,3,Vinhos Tintos
Remelluri,Rioja Reserva,2013.0,4.2,1768,Rioja,21.5,Rioja Red,4,3,Vinhos Tintos
Tinto Pesquera,Reserva,2015.0,4.2,1688,Ribera del Duero,29.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Riscal,Rioja 150 Aniversario,2010.0,4.2,1686,Rioja,59.0,Rioja Red,4,3,Vinhos Tintos
Pintia,Toro,2006.0,4.2,1665,Toro,98.9,Toro Red,5,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2014.0,4.2,1645,Rioja,59.9,Rioja Red,4,3,Vinhos Tintos
Alto Moncayo,Veraton Garnacha,2014.0,4.2,1627,Campo de Borja,19.94,Grenache,5,3,Vinhos Tintos
R. Lopez de Heredia,Vina Bosconia Reserva,2009.0,4.2,1611,Rioja Alta,23.52,Rioja Red,4,3,Vinhos Tintos
Casa Rojo,Alexander vs. The Ham Factory,2016.0,4.2,1573,Ribera del Duero,33.37,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Pingus,PSI,2019.0,4.2,1355,Ribera del Duero,34.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Alto Moncayo,Veraton Garnacha,2018.0,4.2,1343,Campo de Borja,21.6,Grenache,5,3,Vinhos Tintos
La Rioja Alta,Vina Alberdi Crianza,2015.0,4.2,1341,Rioja,11.2,Rioja Red,4,3,Vinhos Tintos
Huerta de Albala,Taberner Tierra de Cadiz,2014.0,4.2,1337,Cadiz,32.0,Syrah,4,3,Vinhos Tintos
Marques de Riscal,Rioja Gran Reserva,2011.0,4.2,1319,Rioja,39.5,Rioja Red,4,3,Vinhos Tintos
Garmon,Ribera del Duero,2015.0,4.2,1308,Ribera del Duero,33.59,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Capellania Reserva,2015.0,4.2,1301,Rioja,29.15,Rioja White,3,3,Vinhos Brancos
Aster,Finca El Otero,2014.0,4.2,1267,Ribera del Duero,28.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Matarromera,Crianza,2017.0,4.2,1209,Ribera del Duero,16.88,Ribera Del Duero Red,5,3,Vinhos Tintos
Gramona,Gessami,2019.0,4.2,1164,Penedes,9.95,,0,0,Outros
Dominio de Atauta,Dominio de Atauta,2016.0,4.2,1159,Ribera del Duero,25.71,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Ximenez-Spinola,Finest Old Harvest Medium,,4.2,1155,Jerez-Xeres-Sherry,18.87,Pedro Ximenez,5,1,Vinhos Fortificados
Huerta de Albala,Taberner Tierra de Cadiz,2015.0,4.2,1125,Cadiz,17.04,Syrah,4,3,Vinhos Tintos
Montecastro,Ribera del Duero Red,2015.0,4.2,1095,Ribera del Duero,18.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017.0,4.2,1093,Ribera del Duero,55.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Garmon,Ribera del Duero,2014.0,4.2,1086,Ribera del Duero,37.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas La Horra,Corimbo I,2014.0,4.2,1078,Ribera del Duero,39.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Carmelo Rodero,Crianza,2018.0,4.2,1070,Ribera del Duero,16.49,Ribera Del Duero Red,5,3,Vinhos Tintos
Lustau,Vermut Rojo,,4.2,1058,Jerez-Xeres-Sherry,11.9,,0,0,Outros
Atalaya,La Atalaya del Camino,2019.0,4.2,1048,Almansa,11.66,Red,4,3,Vinhos Tintos
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005.0,4.2,1043,Rioja Alta,26.9,Rioja White,3,3,Vinhos Brancos
Protos,Reserva 5 Ano,2015.0,4.2,1040,Ribera del Duero,22.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Emilio Moro,Malleolus,2014.0,4.2,1030,Ribera del Duero,31.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Gonzalez-Byass,Del Duque Amontillado Sherry VORS,,4.2,1016,Jerez Amontillado,77.22,Sherry,4,3,Vinhos Fortificados
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017.0,4.2,1016,Priorato,85.9,Priorat Red,4,3,Vinhos Tintos
Familia Torres,Salmos,2017.0,4.2,1008,Priorato,20.99,Priorat Red,4,3,Vinhos Tintos
Bodega Numanthia,Numanthia,2013.0,4.2,998,Toro,51.19,Toro Red,5,3,Vinhos Tintos
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016.0,4.2,970,Priorato,32.25,Priorat Red,4,3,Vinhos Tintos
Merum Priorati,Inici,2017.0,4.2,969,Priorato,39.0,Priorat Red,4,3,Vinhos Tintos
Familia Torres,Mas La Plana Cabernet Sauvignon,2016.0,4.2,964,Penedes,56.26,Cabernet Sauvignon,4,3,Vinhos Tintos
Bodegas La Horra,Corimbo I,2011.0,4.2,918,Ribera del Duero,23.4,Ribera Del Duero Red,5,3,Vinhos Tintos
Castillo Perelada,5 Finques (Fincas) Reserva,2017.0,4.2,918,Emporda,11.35,Red,4,3,Vinhos Tintos
Bodegas La Horra,Corimbo I,2013.0,4.2,915,Ribera del Duero,37.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Quinta Sardonia,QS,2010.0,4.2,900,Castilla y Leon,40.76,Red,4,3,Vinhos Tintos
Martinet,Martinet Bru (Garnatxa - Syrah),2019.0,4.2,897,Priorato,21.9,Priorat Red,4,3,Vinhos Tintos
La Rioja Alta,Vina Ardanza Reserva,2000.0,4.2,883,Rioja,161.0,Rioja Red,4,3,Vinhos Tintos
Vinedos de Paganos,El Puntido,2013.0,4.2,879,Rioja,34.41,Rioja Red,4,3,Vinhos Tintos
Emilio Moro,Ribera del Duero,2019.0,4.2,876,Ribera del Duero,16.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2015.0,4.2,865,Priorato,52.5,Priorat Red,4,3,Vinhos Tintos
Protos,Reserva 5 Ano,2014.0,4.2,855,Ribera del Duero,19.53,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Valduero,Ribera Del Duero Reserva,2012.0,4.2,852,Ribera del Duero,30.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Baluarte,Muscat,2020.0,4.2,842,Navarra,5.5,,0,0,Outros
Marques de Riscal,Rioja Gran Reserva,2014.0,4.2,840,Rioja,35.63,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Roda Reserva Rioja,2017.0,4.2,834,Rioja,25.5,Rioja Red,4,3,Vinhos Tintos
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015.0,4.2,832,Rioja,19.38,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017.0,4.2,811,Rioja,20.9,Rioja Red,4,3,Vinhos Tintos
Arzuaga,Ribera del Duero Crianza,2019.0,4.2,806,Ribera del Duero,18.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Riscal,Reserva XR,2015.0,4.2,778,Rioja,23.0,Rioja Red,4,3,Vinhos Tintos
Familia Torres,Purgatori Costers del Segre,2016.0,4.2,778,Costers del Segre,38.37,Red,4,3,Vinhos Tintos
Familia Torres,Purgatori Costers del Segre,2017.0,4.2,777,Costers del Segre,25.5,Red,4,3,Vinhos Tintos
Ramon Bilbao,Mirto,2012.0,4.2,776,Rioja,35.0,Rioja Red,4,3,Vinhos Tintos
Ossian,Vinas Viejas Verdejo,2015.0,4.2,769,Castilla y Leon,30.0,Verdejo,3,3,Vinhos Brancos
Hispano Suizas,Bassus Pinot Noir,2017.0,4.2,753,Utiel-Requena,18.95,Red,4,3,Vinhos Tintos
Murviedro,Sericis Cepas Viejas Monastrell,2017.0,4.2,745,Valencia,8.95,Monastrell,5,3,Vinhos Tintos
Castillo Perelada,Finca Malaveina,2016.0,4.2,740,Emporda,25.35,Red,4,3,Vinhos Tintos
Montecastro,Ribera del Duero Red,2018.0,4.2,733,Ribera del Duero,18.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2008.0,4.2,732,Rioja,36.0,Rioja Red,4,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2009.0,4.2,731,Rioja,85.8,Rioja Red,4,3,Vinhos Tintos
Hispano Suizas,Bassus Pinot Noir,2018.0,4.2,721,Utiel-Requena,19.25,Red,4,3,Vinhos Tintos
Quinta Sardonia,QS,2007.0,4.2,707,Castilla y Leon,37.5,Red,4,3,Vinhos Tintos
VALENCISO,Rioja Reserva,2014.0,4.2,696,Rioja,19.4,Rioja Red,4,3,Vinhos Tintos
Gramona,Gessami,2020.0,4.2,692,Penedes,11.2,,0,0,Outros
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014.0,4.2,684,Rioja,29.5,Rioja Red,4,3,Vinhos Tintos
Barahonda,Summum Monastrell,2017.0,4.2,682,Yecla,15.95,Monastrell,5,3,Vinhos Tintos
Losada,Altos de Losada,2017.0,4.2,676,Bierzo,18.4,Mencia,3,3,Vinhos Tintos
Alvaro Palacios,Finca Dofi,2014.0,4.2,671,Priorato,59.95,Priorat Red,4,3,Vinhos Tintos
El Coto,Coto de Imaz Rioja Gran Reserva,2015.0,4.2,668,Rioja,15.88,Rioja Red,4,3,Vinhos Tintos
Matsu,El Viejo,2012.0,4.2,668,Toro,26.95,Toro Red,5,3,Vinhos Tintos
Recaredo,Corpinnat Terrers Brut Nature,2017.0,4.2,667,Cava,25.0,Cava,2,3,Vinhos Espumantes
Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,,4.2,666,Jerez Palo Cortado,32.16,Sherry,4,3,Vinhos Fortificados
Alvaro Palacios,Vi de Vila Gratallops,2015.0,4.2,648,Priorato,60.0,Priorat Red,4,3,Vinhos Tintos
Alvaro Palacios,Vi de Vila Gratallops,2014.0,4.2,647,Priorato,55.0,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010.0,4.2,645,Rioja,86.95,Rioja Red,4,3,Vinhos Tintos
Tobia,Oscar Tobia Reserva Rioja,2015.0,4.2,633,Rioja,20.0,Rioja Red,4,3,Vinhos Tintos
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020.0,4.2,630,Rioja,6.99,Rioja White,3,3,Vinhos Brancos
Vina Pedrosa,Reserva,2012.0,4.2,628,Ribera del Duero,29.93,Ribera Del Duero Red,5,3,Vinhos Tintos
Castillo Perelada,Finca Malaveina,2012.0,4.2,627,Emporda,17.84,Red,4,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2014.0,4.2,624,Rioja,34.5,Rioja Red,4,3,Vinhos Tintos
Bodegas Mauro,Red,2008.0,4.2,622,Castilla y Leon,55.0,Red,4,3,Vinhos Tintos
Portal del Priorat,Clos del Portal Negre de Negres,2017.0,4.2,612,Priorato,21.85,Priorat Red,4,3,Vinhos Tintos
Recaredo,Corpinnat Terrers Brut Nature,2016.0,4.2,611,Cava,21.8,Cava,2,3,Vinhos Espumantes
Torre de Ona,Martelo Reserva,2014.0,4.2,600,Rioja,20.5,Rioja Red,4,3,Vinhos Tintos
Tinto Pesquera,Crianza,2019.0,4.2,599,Ribera del Duero,17.25,Ribera Del Duero Red,5,3,Vinhos Tintos
Dehesa de Los Canonigos,Solideo,2015.0,4.2,592,Ribera del Duero,35.09,Ribera Del Duero Red,5,3,Vinhos Tintos
Sei Solo,Preludio,2017.0,4.2,591,Ribera del Duero,24.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Diez Caballero,Reserva Tempranillo,2011.0,4.2,587,Rioja,20.45,Rioja Red,4,3,Vinhos Tintos
Mas d'en Gil,Coma Vella Priorat,2014.0,4.2,576,Priorato,24.8,Priorat Red,4,3,Vinhos Tintos
Chozas Carrascal,Las Ocho (8) Tinto,2017.0,4.2,570,Utiel-Requena,16.77,Red,4,3,Vinhos Tintos
Vegalfaro,Pago de los Balagueses Syrah,2017.0,4.2,559,Utiel-Requena,17.7,Syrah,4,3,Vinhos Tintos
Lopez Cristobal,Bagus Ribera del Duero,2012.0,4.2,559,Ribera del Duero,54.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Clos Galena,Formiga de Vellut,2018.0,4.2,558,Priorato,16.2,Priorat Red,4,3,Vinhos Tintos
Bodegas Valduero,Tierra Alta En 2 Maderas,2017.0,4.2,557,Ribera del Duero,19.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Los Aguilares,Pago El Espino,2017.0,4.2,555,Sierras de Malaga,25.35,Red,4,3,Vinhos Tintos
VALENCISO,Rioja Blanco,2018.0,4.2,540,Rioja,17.75,Rioja White,3,3,Vinhos Brancos
Dehesa de Los Canonigos,Crianza,2018.0,4.2,528,Ribera del Duero,18.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Palacios Remondo,Propiedad  Rioja,2017.0,4.2,527,Rioja,25.9,Rioja Red,4,3,Vinhos Tintos
Dehesa de Los Canonigos,Crianza,2017.0,4.2,520,Ribera del Duero,18.25,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Faustino,Reserva Especial Icon Edition,2014.0,4.2,519,Rioja,23.89,Rioja Red,4,3,Vinhos Tintos
Fernando de Castilla,Antique Palo Cortado,,4.2,519,Jerez Palo Cortado,36.9,Sherry,4,3,Vinhos Fortificados
Matsu,El Viejo,2017.0,4.2,518,Toro,33.9,Toro Red,5,3,Vinhos Tintos
Lan,Vina Lanciano Reserva,2015.0,4.2,514,Rioja,14.6,Rioja Red,4,3,Vinhos Tintos
Anima Negra,An,2016.0,4.2,513,Mallorca,139.9,Red,4,3,Vinhos Tintos
Bodegas Mas Alta,Artigas,2017.0,4.2,505,Priorato,20.9,Priorat Red,4,3,Vinhos Tintos
Vinicola Real,200 Monges Rioja Reserva,2005.0,4.2,499,Rioja,48.0,Rioja Red,4,3,Vinhos Tintos
Contino,Rioja Gran Reserva,2011.0,4.2,490,Rioja,39.5,Rioja Red,4,3,Vinhos Tintos
Sei Solo,Preludio,2018.0,4.2,488,Ribera del Duero,24.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Williams & Humbert,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,,4.2,487,Jerez Amontillado,33.5,Sherry,4,3,Vinhos Fortificados
Tridente,Rejon Tempranillo,2012.0,4.2,485,Castilla y Leon,36.97,Tempranillo,4,2,Vinhos Tintos
Emilio Moro,La Felisa,2018.0,4.2,483,Ribera del Duero,26.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Emilio Moro,La Revelia Godello,2018.0,4.2,484,Bierzo,21.95,,0,0,Outros
Valderiz,Tinto,2018.0,4.2,481,Ribera del Duero,21.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Lan,A Mano Rioja,2009.0,4.2,480,Rioja,28.95,Rioja Red,4,3,Vinhos Tintos
Familia Torres,Milmanda,2015.0,4.2,473,Conca de Barbera,126.2,Chardonnay,4,3,Vinhos Brancos
Terras Gauda,Terras Gauda O Rosal,2021.0,4.2,466,Rias Baixas,11.9,Albarino,3,3,Vinhos Brancos
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008.0,4.2,459,Rias Baixas,37.9,Albarino,3,3,Vinhos Brancos
Muga,Seleccion Especial (Reserva),2004.0,4.2,447,Rioja,65.0,Rioja Red,4,3,Vinhos Tintos
